Product Name,Type For,Image Name,Image Name,ActualName,BrandName,ProductDetails,Ingredients,ProductLink
Moisture Love Kindred Spirits Moisture & Style Cream (8 oz.),"Curly, Coily",http://shop.naturallycurly.com/product_images/v/880/Moisture_Love_Kindred_Spirits__44387.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/v/880/Moisture_Love_Kindred_Spirits__44387.jpg,Kindred Spirits Moisture & Style Cream (8 oz.),Moisture Love,"<p><strong>Gorgeous distinctive moisturized curls!</strong></p> <p>""Alone we're good, together we're fantastic""&nbsp;</p> <p>Who says you can't have moisture and definition at the same time, after all they go hand in hand.&nbsp; Introducing, the Kindred Spirits Moisture &amp; Style Cream!&nbsp; Think velvety moisturized curls and distinct definition, all in one. With a foundation of Organic Aloe Vera and our&nbsp;<strong>Hydralure</strong>&nbsp; technology, this cream establishes an optimal environment for your curls to thrive. All textures can enjoy extended moisture retention, increased manageability and the gift&nbsp; of captivating curls. Feel confident that your hair is hydrated, say goodbye to frizz, and enjoy a few days off from having to manipulate your hair. Together moisture &amp; style really is fantastic!</p>",,/moisture-love-kindred-spirits-moisture-style-cream-8-oz/
Moisture Love Seal with a Kiss Finishing Oil (8 oz.),"Curly, Coily",http://shop.naturallycurly.com/product_images/d/517/Moisture_Love_Seal_Oil__15575.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/d/517/Moisture_Love_Seal_Oil__15575.jpg,Seal with a Kiss Finishing Oil (8 oz.),Moisture Love,"<p>""What would you do if I kissed you right now""&nbsp;</p> <p>When's the last time you felt your hair was ""kissed"" in just the right way?&nbsp;&nbsp;It's time, embrace the Goodnight Kiss Finishing Spritz! The dynamic infusion of marshmallow and horsetail leaf in a propriety&nbsp; blend of soothing oils is just the fanciful finish that your hair deserves. The polished shine and moisturizing seal will give you and your hair butterflies.&nbsp; Close your eyes and lean in, because it really does matter how your style ends!</p>",,/moisture-love-seal-with-a-kiss-finishing-oil-8-oz/
Moisture Love Now & Forever Leave-in Conditioning Serum (8 oz.),"Curly, Coily",http://shop.naturallycurly.com/product_images/e/788/Moisture_Love_Leave-in_Cond__14873.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/e/788/Moisture_Love_Leave-in_Cond__14873.jpg,Now & Forever Leave-in Conditioning Serum (8 oz.),Moisture Love,"<div data-block=""true"" data-editor=""e2mk3"" data-offset-key=""5ih5c-0-0""> <div class=""public-DraftStyleDefault-block public-DraftStyleDefault-ltr"" data-offset-key=""5ih5c-0-0""><strong><span data-offset-key=""5ih5c-0-0"">With propriety Hydralure technology!</span></strong></div> <div class=""public-DraftStyleDefault-block public-DraftStyleDefault-ltr"" data-offset-key=""5ih5c-0-0"">&nbsp;</div> <div class=""public-DraftStyleDefault-block public-DraftStyleDefault-ltr"" data-offset-key=""5ih5c-0-0""><span data-offset-key=""5ih5c-0-0"">A plant based formula that hydrates and detangles with ease, imparting long lasting moisture memory.&nbsp;</span></div> <div class=""public-DraftStyleDefault-block public-DraftStyleDefault-ltr"" data-offset-key=""5ih5c-0-0"">&nbsp;</div> <div class=""public-DraftStyleDefault-block public-DraftStyleDefault-ltr"" data-offset-key=""5ih5c-0-0""><span data-offset-key=""5ih5c-0-0"">PH balanced: 4.5 - 5.5 for curly hair.&nbsp;</span></div> </div> <div data-block=""true"" data-editor=""e2mk3"" data-offset-key=""kivr-0-0""> <div class=""public-DraftStyleDefault-block public-DraftStyleDefault-ltr"" data-offset-key=""kivr-0-0""><span data-offset-key=""kivr-0-0"">&nbsp;</span></div> </div> <div data-block=""true"" data-editor=""e2mk3"" data-offset-key=""fnpst-0-0""> <div class=""public-DraftStyleDefault-block public-DraftStyleDefault-ltr"" data-offset-key=""fnpst-0-0""><span data-offset-key=""fnpst-0-0"">&nbsp;</span></div> </div>",,/moisture-love-now-forever-leave-in-conditioning-serum-8-oz/
Mop Top Kumquat Essence Mongongo Oil (4 oz.),"Wavy, Curly, Coily",http://shop.naturallycurly.com/product_images/d/758/mop-top-kumquat-essence-mongongo-oil__93310.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/d/758/mop-top-kumquat-essence-mongongo-oil__93310.jpg,Kumquat Essence Mongongo Oil (4 oz.),MopTop,"<p>This decadent oil is infused with mongongo, a nutty oil rich in protein and Vitamin E, that penetrates the hair follicle to nourish and repair hair cells, retain strength and elasticity and help shield hair from the elements, including UV-rays.<br /><br /> Ideal for cocktailing with leave-ins, custards or gels to hydrate, regenerate, and restructure hair.</p>",,/mop-top-kumquat-essence-mongongo-oil-4-oz/
Mop Top Citrus Medley Light Conditioner (8 oz.),All,http://shop.naturallycurly.com/product_images/a/118/mop-top-citrus-medley-light-conditioner__95179.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/a/118/mop-top-citrus-medley-light-conditioner__95179.jpg,Citrus Medley Light Conditioner (8 oz.),MopTop,"<p>Mop Top Citrus Medley Natural Light Conditioner is specially formulated for frizzy, dry, or unruly hair. A light conditioner, it won't weigh your hair down but will happily control you frizz.<br /><br /> <strong>What it is:</strong> A lightweight, rinse out conditioner. What it does: Adds just the right amount of moisture to dry, curly hair. <br /><br /> <strong>Key ingredients:</strong> Aloe extract for soothing relaxation, ultra-moisturizing Olive Oil Extract, fresh-scented Rosemary, calming Chamomile and Nettle.<br /><br /> <strong>NaturallyCurly Recommends:</strong> This lightweight conditioner is ideal for dry, hard-to-manage hair regardless of curl type.</p>",,/mop-top-citrus-medley-light-conditioner-8-oz/
Murray's Edgewax Premium Gel (.5 oz.),"Wavy, Curly, Coily",http://shop.naturallycurly.com/product_images/d/484/Untitled__56920.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/d/484/Untitled__56920.jpg,Edgewax Premium Gel (.5 oz.),Murrays,"<div>Murray's Edgewax combines a premium gel with the holding power of Australian beeswax providing a high shine, maximum hold, with no flaking. This product is strong enough for the most demanding areas, yet soft enough for easy application.</div> <p>&nbsp;</p>",,/murrays-edgewax-premium-gel-5-oz/
Murray's Edgewax Extreme Hold Premium Gel (4 oz.),Coily,http://shop.naturallycurly.com/product_images/i/524/Untitled__76998.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/i/524/Untitled__76998.jpg,Edgewax Extreme Hold Premium Gel (4 oz.),Murrays,"<div><span>Combines a premium gel with the holding power of Australian beeswax providing a high shine, maximum hold, with no flaking. This product is strong enough for the most demanding areas, yet soft enough for easy application, with added wax with more hold and control. 4oz. jar.</span></div> <p>&nbsp;</p>",,/murrays-edgewax-extreme-hold-premium-gel-4-oz/
Murray's Edgewax Extreme Hold Premium Gel (.5 oz.),Curly,http://shop.naturallycurly.com/product_images/x/294/Untitled__45705.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/x/294/Untitled__45705.jpg,Edgewax Extreme Hold Premium Gel (.5 oz.),Murrays,"<div><span>Combines a premium gel with the holding power of Australian beeswax providing a high shine, maximum hold, with no flaking. This product is strong enough for the most demanding areas, yet soft enough for easy application, with added wax with more hold and control. 4oz. jar.</span></div> <p>&nbsp;</p>",,/murrays-edgewax-extreme-hold-premium-gel-5-oz/
MyHoneyChild Honey Hair Creme (8 oz.),All,http://shop.naturallycurly.com/product_images/e/410/db_file_img_3901_420x420__17606.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/e/410/db_file_img_3901_420x420__17606.jpg,Honey Hair Creme (8 oz.),My Honey Child,"<p><span>Add life to dry hair with the Honey Hair Creme that comes with a healthy dose of much -needed moisture. Get the perfect hairstyle that you have always wanted. Honey Hair Creme gives you silky, easy-to-manage hair instantly that can be styled in any way you please. Long lasting moisturization to keep your hair looking hydrated for hours on end no matter what style you have chosen to sport today! Add strength to your hair while conditioning and softening it. Works extremely well with natural hair, braids, texturizers and short styles.</span></p> <ul> <li><span>Long lasting light moisturizer</span></li> <li><span>Great for children</span></li> </ul>",,/myhoneychild-honey-hair-creme-8-oz/
MYHoneyChild Shea Shampoo & Body Bar,All,http://shop.naturallycurly.com/product_images/z/882/myhoneychild-shea-shampoo-body-bar-label__68439.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/z/882/myhoneychild-shea-shampoo-body-bar-label__68439.jpg,Shea Shampoo & Body Bar,My Honey Child,"<p>A fresh cut chunk of Shea black soap helps clean deep down. &nbsp;Helps clear skin bumps and spots. Helps relieve acne, oily skin &amp; other skin problems. Works against premature facial lines and wrinkles. &nbsp;Can be lathered and used as a shampoo. Produces a soft lather.</p>",,/myhoneychild-shea-shampoo-body-bar/
MyHoneyChild Honey Nutt Scalp Cleanser (8 oz.),Straight,http://shop.naturallycurly.com/product_images/f/271/mhchoneynuttcleasner__33005.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/f/271/mhchoneynuttcleasner__33005.jpg,Honey Nutt Scalp Cleanser (8 oz.),My Honey Child,"<p>As food for your hair, the scalp cleanser nourishes, protects and strengthens from the inside out. The restorative daily shampoo effectively combats common woes faced by dry to very dry hair. Your locks gather a new momentum and shine with good health.</p> <div class=""buy_on_amazon"" style=""display: none;""> <div class=""amazon_btn_link""><a href=""http://www.amazon.com/gp/product/B010OPYXDA/ref=as_li_tf_tl?ie=UTF8&amp;tag=wwwnaturallyc-20"" target=""_blank""> <img src=""https://cdn11.bigcommerce.com/s-ah05h/product_images/uploaded_images/buy-on-amazon-btn.png"" alt="""" /> </a></div> </div>",,/myhoneychild-honey-nutt-scalp-cleanser-8-oz/
Naked by Essations Laid Edge Control (4 oz.),All,http://shop.naturallycurly.com/product_images/k/413/Naked_Edge_Control___73270.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/k/413/Naked_Edge_Control___73270.jpg,Laid Edge Control (4 oz.),Naked by Essations,"<p>Naked Laid Edge Control is an oil and grease free gel that is used to smooth and hold the stray edges of the hair straight, while leaving it soft, pliable, and with a naturally brilliant shine. It is great as a spiking gel to assist in defining short spikey looks without a hard finish; use it before curling for a complete boost in curl definition and direction control, or when the style is just about complete for a little extra definition in your finishing touches. It does not turn white, nor flake in the hair.</p>",,/naked-by-essations-laid-edge-control-4-oz/
Naked by Essations Honey & Almond Moisture Whip Conditioner (8 oz.),All,http://shop.naturallycurly.com/product_images/f/057/Naked_Honey-Almnd_Cond__89829.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/f/057/Naked_Honey-Almnd_Cond__89829.jpg,Honey & Almond Moisture Whip Conditioner (8 oz.),Naked by Essations,"<p>Naked Honey &amp; Almond Moisture Whip Conditioner is formulated with the ultimate moisturizing blend of honey and sweet almond oil, and a strengthening blend of Keratin protein and Vitamin B-5. It naturally strengthens the hair shaft repairing it from everyday damage, and supplies it with nature's best moisturizers. Honey &amp; Almond Moisture Whip Conditioner reveals stronger, moisture balanced, glowing strands of hair with no evidence of surface residue.</p>",,/naked-by-essations-honey-almond-moisture-whip-conditioner-8-oz/
Naked by Essations Honey & Almond Moisture Whip Shampoo (8 oz.),"Wavy, Curly, Coily",http://shop.naturallycurly.com/product_images/a/987/Naked_Honey-Almd_Shmp__93270.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/a/987/Naked_Honey-Almd_Shmp__93270.jpg,Honey & Almond Moisture Whip Shampoo (8 oz.),Naked by Essations,"<p>Naked Honey &amp; Almond Moisture Whip Shampoo is formulated with the ultimate natural blend of honey and sweet almond oil. It moisturizes every strand, gently cleanses away unwanted build-up and debris, and removes tangles. Just one treatment will leave the hair feeling soft and silky with a visible healthy glow.</p>",,/naked-by-essations-honey-almond-moisture-whip-shampoo-8-oz/
Naked by Essations Tonic Leave-in Conditioner (8 oz.),"Wavy, Curly, Coily",http://shop.naturallycurly.com/product_images/v/578/Naked_Tonic_Leave-in__25289.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/v/578/Naked_Tonic_Leave-in__25289.jpg,Tonic Leave-in Conditioner (8 oz.),Naked by Essations,"<p>Naked Tonic Curl Renew is enriched with keratin and a signature blend of honey and sweet almond oil so that the hair is kept strong and well moisture. It is a very light yet powerful formulation that keeps natural and relaxed tresses looking healthy, and feeling soft, shiny, and manageable.</p>",,/naked-by-essations-tonic-leave-in-conditioner-8-oz/
Naked by Essations Curve Curl Definer (8 oz.),"Wavy, Curly, Coily",http://shop.naturallycurly.com/product_images/q/130/Naked_Curve_Curl_Def__48574.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/q/130/Naked_Curve_Curl_Def__48574.jpg,Curve Curl Definer (8 oz.),Naked by Essations,"<p>Naked Curve Curl Definer is a great product for clients who desire to wear their natural curl pattern, or wavy/curly weave without the frizzy dull appearance. It immediately penetrates the cuticle layer to the cortex, causing hair to lay smoothly to its natural curl or wave pattern. It contains a protein-enriched blend of honey and almond, making it simple to moisturize, strengthen and de-frizz natural textures. This unique blend of nature's best leaves the hair strong and radiant; it makes the natural curl pattern more defined and visible.</p>",,/naked-by-essations-curve-curl-definer-8-oz/
Naked by Essations Melange Moisturizing Cream (8 oz.),"Curly, Coily",http://shop.naturallycurly.com/product_images/v/857/Naked_Melange_Cream__23229.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/v/857/Naked_Melange_Cream__23229.jpg,Melange Moisturizing Cream (8 oz.),Naked by Essations,"<p>Naked Melange deeply moisturizes the hair, giving it great sheen, and rids it from frizziness. &bull; Dries quickly. &bull; Contains Almond Oil, Cypress Oil, and Jojoba Oil, plus 6 essential vitamins which nourishes the hair from the inside out. &bull; Leaves the hair silky and moisturized with body and bounce. &bull; Light weight formula. &bull; Allows the stylist control over the hairstyle. &bull; Can be used before blow drying as a thermal protectant.</p>",,/naked-by-essations-melange-moisturizing-cream-8-oz/
Naked by Essations Infusion 365 (4 oz.),"Wavy, Curly, Coily",http://shop.naturallycurly.com/product_images/e/415/Naked_Infusion_365__50663.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/e/415/Naked_Infusion_365__50663.jpg,Infusion 365 (4 oz.),Naked by Essations,"<p><span>Naked Infusion 365 is an amazing product used to infuse natural and herbal extracts in the hair, detangle hair easily, and protect hair when styling with thermal tools. Perfect for natural, relaxed, color treated, transitioning, and keratin treated hair. Can be used as a detangler on wet or dry hair, contains 3 natural extracts, 6 essential vitamins, and great for 5 hair situations.&nbsp;</span></p>",,/naked-by-essations-infusion-365-4-oz/
Naked by Essations Moisture Repair Sulfate-free Shampoo (8 oz.),"Wavy, Curly, Coily",http://shop.naturallycurly.com/product_images/m/791/Naked_Sulfate_Free_Shmp__19668.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/m/791/Naked_Sulfate_Free_Shmp__19668.jpg,Moisture Repair Sulfate-free Shampoo (8 oz.),Naked by Essations,"<div id=""descriptionAndDetails"" class=""a-section a-spacing-extra-large""> <div id=""productDescription_feature_div"" class=""feature"" data-feature-name=""productDescription""> <div id=""productDescription_feature_div"" class=""a-row feature"" data-feature-name=""productDescription"" data-template-name=""productDescription""> <div id=""productDescription"" class=""a-section a-spacing-small""> <p>Naked Moisture Repair Sulfate-Free Shampoo gently cleanses without stripping the hair. Gives intense boost of moisture and needed extracts and vitamins. Contains supreme detangling complex making hair more manageable.</p> </div> </div> </div> </div>",,/naked-by-essations-moisture-repair-sulfate-free-shampoo-8-oz/
naturally smitten Curl Delight Mist (8 oz.),"Curly, Coily",http://shop.naturallycurly.com/product_images/u/996/naturally-smitten-curl-delight-mist__48585.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/u/996/naturally-smitten-curl-delight-mist__48585.jpg,Curl Delight Mist (8 oz.),naturally smitten,"<p>Curl Delight Mist is a light and effective moisturizer that gives natural hair a healthy shine. Use curl delight mist along with moisturizing hair butter, tangle-free pudding, or hydrating hair custard to achieve supreme moisture. Curl Delight Mist will spruce up any textured &lsquo;do.</p> <p>The lush formula gives type 4 twist-outs and braid-outs that extra hydration needed to make natural hair shine. Want your curls to swoon? Be sure to pair this juicy mist with one of naturally smitten's other succulent butter blends!<span style=""color: #000000; font-size: 10px; line-height: normal;"">&nbsp;</span></p>",,/naturally-smitten-curl-delight-mist-8-oz/
naturally smitten Moisturizing Hair Butter (8 oz.),"Curly, Coily",http://shop.naturallycurly.com/product_images/d/679/naturally-smitten-moisturizing-hair-butter__93026.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/d/679/naturally-smitten-moisturizing-hair-butter__93026.jpg,Moisturizing Hair Butter (8 oz.),naturally smitten,"<p>Infused with yummy nutrients such as mango butter and avocado oil, you&rsquo;ll love how Moisturizing Hair Butter provides hydration and shine without weighing down your natural crown. Moisturizing Hair Butter is an excellent sealant for natural hair. Highly recommended for porous hair and dry-itchy scalp, Moisturizing Hair Butter works great for keeping natural hair hydrated by locking in moisture. Your hair will fall head over heels with this decadent butter blend.</p> <div class=""short-description""> <p><strong>NOTE: Moisturizing Hair Butter is made of all natural fixed oils. Oils have a specific melting point at which they can become liquid. In the event that this occurs, place Moisturizing Hair Butter in a cool and dry place to re-solidify. This does not change the effectiveness of the product. Moisturizing Hair Butter may also melt when shipping to warmer climates.&nbsp;</strong></p> </div>",,/naturally-smitten-moisturizing-hair-butter-8-oz/
naturally smitten Tangle-Free Pudding (8 oz.),"Curly, Coily",http://shop.naturallycurly.com/product_images/h/862/naturally-smitten-tangle-free-pudding__55288.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/h/862/naturally-smitten-tangle-free-pudding__55288.jpg,Tangle-Free Pudding (8 oz.),naturally smitten,"<p>Carefully mixed with macadamia oil and marshmallow root extract, tangle-free pudding works to revitalize natural strands while loosening knots and tangles. Marshmallow root extract works throughout the detangling process by softening hair and providing the extra slip needed to combat pesky knots and tangles in tightly coiled hair. <br /><br /> Tangle-Free Pudding is a light yet effective moisturizer and detangler. It can be used year round as a leave-in conditioner or setting lotion. Say goodbye to knots and tangles with this lush and coil-quenching pudding blend.</p>",,/naturally-smitten-tangle-free-pudding-8-oz/
naturally smitten Hydrating Hair Custard (8 oz.),"Curly, Coily",http://shop.naturallycurly.com/product_images/y/554/naturally-smitten-hydrating-hair-custard__55408.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/y/554/naturally-smitten-hydrating-hair-custard__55408.jpg,Hydrating Hair Custard (8 oz.),naturally smitten,"<p>Blended with blueberry extract, neem oil and coconut oil, Hydrating Hair Custard replenishes moisture to thirsty coils. It's a unique moisturizer that adds shine and gives definition.<br /> <br />Hydrating Hair Custard's thick and concentrated consistency is an excellent staple for cold and dry climates and is not too heavy for humid summer weather. Pamper your coils with this creamy moisturizing blend of natural goodies that your hair will absolutely love. ?</p>",,/naturally-smitten-hydrating-hair-custard-8-oz/
NaturallyCurly Shower Comb,"Curly, Coily",http://shop.naturallycurly.com/product_images/w/590/db_file_img_2544_420x420__72728.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/w/590/db_file_img_2544_420x420__72728.jpg,Shower Comb,NaturallyCurly,"<p><strong>*Minimum quantity of 2 required.</strong></p> <p>A wide-toothed hanging shower comb with NaturallyCurly's logo! Perfect for detangling your curls.<br /><br /> Comb is 8.75"" long</p>",,/naturallycurly-shower-comb/
Nefertiti's Secrets Complete Hydration Conditioner (8 oz.),"Curly, Coily",http://shop.naturallycurly.com/product_images/z/158/Nefertiti_Secret_Cond___66075.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/z/158/Nefertiti_Secret_Cond___66075.jpg,Secrets Complete Hydration Conditioner (8 oz.),Nefertitis Secrets,"<p><strong>Nefertiti&rsquo;s Secrets&reg; Complete Hydration Conditioner</strong>&nbsp;is a multi-purpose conditioner that nourishes, hydrates, and heals dry, dull and brittle hair. Infused with Moringa Oil, Aloe Vera, and Rosemary extracts to soften and restore moisture retention. This unique formula can be used as a coWash, daily conditioner, deep conditioner, or leave in conditioner.&nbsp;Excellent for color treated, damaged, or frizzy hair.</p> <p><strong>Features and Benefits</strong></p> <ul> <li>Hydrates dry hair</li> <li>Mends split ends</li> <li>Eliminates tangles</li> <li>Controls frizziness</li> <li>Prevents breakage</li> <li>Softens brittle hair</li> <li>Adds natural shine</li> <li>Humidity resistant</li> <li>Revitalizes dull hair</li> <li>Silkens &amp; Smoothes</li> <li>Nourishes weak hair</li> <li>Promotes new growth</li> <li>Strengthens damaged hair</li> </ul> <p>&nbsp;</p>",,/nefertitis-secrets-complete-hydration-conditioner-8-oz/
Nefertiti's Secrets All-In-One Leave In Treatment (8 oz.),"Curly, Coily",http://shop.naturallycurly.com/product_images/l/699/Nefertiti_Secret_Leave-in_Trtmnt__90618.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/l/699/Nefertiti_Secret_Leave-in_Trtmnt__90618.jpg,Secrets All-In-One Leave In Treatment (8 oz.),Nefertitis Secrets,"<div class=""product-gallery position-bottom location-outside image-ratio-3-2 navigation-thumbnails no-navigation"" data-hook=""product-gallery""> <div class=""product-media-container"">&nbsp;<strong>Nefertiti&rsquo;s Secrets&reg;</strong>&nbsp;<strong>All-In-One Leave In Treatment</strong>&nbsp;is formulated to work equally well on a variety of hair types &amp; textures.&nbsp; This lightweight formula contains&nbsp;<strong>Natural Extracts</strong>&nbsp;of Sage, Rosemary, Horsetail, and Nettles to soften, strengthen, and stimulate new hair growth. It also contains&nbsp;<strong>Keratin Protein</strong>&nbsp;to help repair damaged hair and increase shine.&nbsp;</div> </div> <div class=""description-wrapper""> <div class=""content-wrapper"" data-hook=""product-page-description-content-wrapper""> <p>&nbsp;In addition,&nbsp;<strong>Moringa Oil,</strong>&nbsp;which is a rare and luxurious oil has been added to increase moisture levels and provide essential vitamins &amp; minerals. These vital nutrients have been proven to increase the overall health of the hair &amp; scalp.</p> </div> </div> <p><strong>Features and Benefits</strong></p> <ul> <li>Hydrates dry hair</li> <li>Mends split ends</li> <li>Soothes dry scalp</li> <li>Eliminates tangles</li> <li>Adds natural shine</li> <li>Humidity resistant</li> <li>Softens brittle hair</li> <li>Prevents breakage</li> <li>Revitalizes dull hair</li> <li>Nourishes weak hair</li> <li>Promotes new growth</li> <li>Smoothes &amp; controls frizz</li> <li>Strengthens damaged hair</li> <li>Increases body and volume</li> </ul> <p>&nbsp;</p>",,/nefertitis-secrets-all-in-one-leave-in-treatment-8-oz/
Nefertiti's Secrets Moringa Oil (1.7 oz.),"Wavy, Curly, Coily",http://shop.naturallycurly.com/product_images/r/277/Neftiti_Secret_Moringa_Oil__24312.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/r/277/Neftiti_Secret_Moringa_Oil__24312.jpg,Secrets Moringa Oil (1.7 oz.),Nefertitis Secrets,"<div class=""product-gallery position-bottom location-outside image-ratio-3-2 navigation-thumbnails no-navigation"" data-hook=""product-gallery""> <div class=""product-media-container""> <div class=""product-gallery position-bottom location-outside image-ratio-3-2 navigation-thumbnails no-navigation"" data-hook=""product-gallery""> <div class=""product-media-container"">&nbsp;<strong>Nefertiti&rsquo;s Secrets&reg; Moringa Oil</strong>&nbsp;is a lightweight formula that works equally well on a variety of hair textures.&nbsp; This amazing oil penetrates deeply into the hair shaft to deliver intense moisture and shine.</div> </div> <div class=""description-wrapper""> <div class=""content-wrapper"" data-hook=""product-page-description-content-wrapper""> <p>&nbsp;<strong>Moringa Seed Oil</strong>&nbsp;is light oil that spreads and absorbs easily into the hair.&nbsp; This rare and luxurious oil contains essential Vitamins A&amp;C which have great moisturizing and nourishing qualities for the hair and scalp.</p> <p>&nbsp;Our formula is infused with a special blend of rejuvenating oils that help to restore moisture, repair split ends, and provide a lasting shine. It also reduces frizzing and protects hair from heat damage.</p> </div> </div> </div> </div> <p><strong>Features and Benefits</strong></p> <ul> <li>Controls frizz</li> <li>Protects Color</li> <li>Enhances Shine</li> <li>Strengthens hair</li> <li>Rejuvenates hair</li> <li>Repairs split ends</li> <li>Restores moisture</li> <li>Nourishes dry hair</li> <li>Reduces breakage</li> <li>Thermal protectant</li> </ul> <p>&nbsp;</p>",,/nefertitis-secrets-moringa-oil-1-7-oz/
Nefertiti's Secrets Sulfate-Free Revitalizing Shampoo (8 oz.),All,http://shop.naturallycurly.com/product_images/w/268/Nefertiti_Secret_Shmp__16133.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/w/268/Nefertiti_Secret_Shmp__16133.jpg,Secrets Sulfate-Free Revitalizing Shampoo (8 oz.),Nefertitis Secrets,"<div class=""product-gallery position-bottom location-outside image-ratio-3-2 navigation-thumbnails no-navigation"" data-hook=""product-gallery""> <div class=""product-media-container""> <div class=""product-gallery position-bottom location-outside image-ratio-3-2 navigation-thumbnails no-navigation"" data-hook=""product-gallery""> <div class=""product-media-container"">&nbsp;<strong>Nefertiti&rsquo;s Secrets&reg; Sulfate-Free Revitalizing Shampoo</strong><strong>&nbsp;&nbsp;</strong>gently cleanses, softens, and nourishes hair &amp; scalp with a blend of&nbsp;<strong>Moringa Oil</strong>&nbsp;and&nbsp;<strong>Aloe Vera</strong>. Extracts of&nbsp;<strong>Rosemary</strong>&nbsp;and&nbsp;<strong>Sage</strong>&nbsp;have been added to strengthen hair, stimulate new growth, and increase body &amp; shine. Excellent for keratin &amp; color treated hair, and scalp problems. Free of Sulfates and Parabens.</div> </div> </div> </div> <p><strong>Features and Benefits</strong></p> <ul> <li>Softens hair</li> <li>Thickens hair</li> <li>Hydrates hair</li> <li>Balances scalp</li> <li>Stops hair loss</li> <li>Treats eczema</li> <li>Exfoliates scalp</li> <li>Stops breakage</li> <li>Increases shine</li> <li>Enhances luster</li> <li>Revitalizes color</li> <li>Strengthens hair</li> <li>Mends split ends</li> <li>Increases volume</li> <li>Promotes growth</li> <li>Soothes itchy scalp</li> <li>Eliminates flaky scalp</li> <li>Repairs damaged hair</li> </ul> <p>&nbsp;</p>",,/nefertitis-secrets-sulfate-free-revitalizing-shampoo-8-oz/
Nefertiti's Secrets Ultimate Rejuvenating Treatment (8 oz.),"Wavy, Curly, Coily",http://shop.naturallycurly.com/product_images/o/753/Nefertiti_Secret_Ultimate_Trtmnt__46654.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/o/753/Nefertiti_Secret_Ultimate_Trtmnt__46654.jpg,Secrets Ultimate Rejuvenating Treatment (8 oz.),Nefertitis Secrets,"<div class=""product-gallery position-bottom location-outside image-ratio-3-2 navigation-thumbnails no-navigation"" data-hook=""product-gallery""> <div class=""product-media-container""> <div class=""product-gallery position-bottom location-outside image-ratio-3-2 navigation-thumbnails no-navigation"" data-hook=""product-gallery""> <div class=""product-media-container""><strong>Nefertiti&rsquo;s Secrets&reg; Ultimate Rejuvenating Treatment&nbsp;</strong>is a deep penetrating conditioner formulated with our special blend of&nbsp;<strong>Natural Extracts</strong>&nbsp;to Repair and Strengthen damaged hair.&nbsp;<strong>Keratin Protein</strong>&nbsp;and&nbsp;<strong>Moringa Oil</strong>&nbsp;have been added to reduce breakage, increases moisture levels, and enhance shine.&nbsp; Excellent for dry, damaged, over processed, or color treated hair.&nbsp;</div> </div> </div> </div> <p><strong>Features and Benefits</strong></p> <ul> <li>Softens hair</li> <li>Thickens hair</li> <li>Hydrates hair</li> <li>Balances scalp</li> <li>Stops hair loss</li> <li>Stops breakage</li> <li>Increases shine</li> <li>Enhances luster</li> <li>Revitalizes color</li> <li>Strengthens hair</li> <li>Mends split ends</li> <li>Increases volume</li> <li>Promotes growth</li> <li>Repairs damaged hair</li> </ul> <p>&nbsp;</p>",,/nefertitis-secrets-ultimate-rejuvenating-treatment-8-oz/
